transaction_id,timestamp,user_id,amount,merchant_category,country,device_age_days,transactions_last_24h,account_age_days,is_weekend,is_night,chargeback_seen_after_txn,is_fraud
900031,2025-01-01 19:07:00,1273,49.44,pharmacy,AM,91.5,3,303.8,0,0,0,0
900032,2025-01-01 19:44:00,1620,32.39,electronics,RU,241.1,3,801.2,0,0,0,0
900033,2025-01-01 20:21:00,1790,20.76,pharmacy,RU,103.7,1,312.8,0,0,0,0
900034,2025-01-01 20:58:00,1396,46.36,grocery,AM,175.0,2,494.8,0,0,0,0
900035,2025-01-01 21:35:00,1537,107.89,pharmacy,RU,95.1,3,327.3,0,0,0,0
900036,2025-01-01 22:12:00,1163,55.31,travel,RU,102.1,1,1048.7,0,0,0,0
900037,2025-01-01 22:49:00,1157,35.39,electronics,TR,57.1,2,1090.4,0,0,0,0
900038,2025-01-01 23:26:00,1061,135.55,marketplace,RU,146.6,2,1400.7,0,1,0,0
900039,2025-01-02 00:03:00,1843,6.98,pharmacy,TR,91.5,2,1568.0,0,1,0,0
900040,2025-01-02 00:40:00,1256,11.58,grocery,RU,0.1,2,10.7,0,1,0,0
900041,2025-01-02 01:17:00,1590,20.74,travel,RU,13.3,1,179.1,0,1,0,0
900042,2025-01-02 01:54:00,1530,113.0,pharmacy,TR,11.3,0,123.7,0,1,0,0
900043,2025-01-02 02:31:00,1114,73.59,electronics,KZ,28.7,7,1146.7,0,1,0,0
900044,2025-01-02 03:08:00,1141,6.72,travel,TR,257.5,1,243.9,0,1,0,0
900045,2025-01-02 03:45:00,1679,21.27,grocery,AM,147.1,4,529.8,0,1,0,0
900046,2025-01-02 04:22:00,1676,9.57,grocery,RU,211.6,2,837.3,0,1,0,0
900047,2025-01-02 04:59:00,1473,30.37,electronics,RU,325.3,2,64.9,0,1,0,0
900048,2025-01-02 05:36:00,1292,70.93,pharmacy,KZ,401.1,3,199.7,0,1,0,0
900049,2025-01-02 06:13:00,1340,75.8,games,TR,95.0,2,257.9,0,0,0,0
900050,2025-01-02 06:50:00,1672,40.09,electronics,KZ,90.6,0,27.0,0,0,0,0
900051,2025-01-02 07:27:00,1166,21.49,electronics,RU,14.5,1,637.2,0,0,0,0
900052,2025-01-02 08:04:00,1074,28.91,pharmacy,RU,121.9,6,33.8,0,0,0,0
900053,2025-01-02 08:41:00,1236,58.26,games,RU,69.5,1,4.3,0,0,0,0
900054,2025-01-02 09:18:00,1161,260.49,marketplace,RU,10.3,2,1254.7,0,0,0,0
900055,2025-01-02 09:55:00,1142,10.84,marketplace,RU,195.4,3,173.6,0,0,0,0
900056,2025-01-02 10:32:00,1394,131.63,games,AE,14.3,2,330.6,0,0,0,0
900057,2025-01-02 11:09:00,1682,39.24,grocery,RU,437.4,2,294.3,0,0,0,0
900058,2025-01-02 11:46:00,1587,65.91,marketplace,RU,21.8,0,650.4,0,0,0,0
900059,2025-01-02 12:23:00,1232,37.21,grocery,RU,143.5,3,1260.1,0,0,0,0
900060,2025-01-02 13:00:00,1360,111.47,pharmacy,RU,26.6,0,686.2,0,0,0,0
900061,2025-01-02 13:37:00,1399,42.38,electronics,RU,161.4,1,112.8,0,0,0,0
900062,2025-01-02 14:14:00,1330,17.57,pharmacy,TR,336.6,1,177.9,0,0,0,0
900063,2025-01-02 14:51:00,1822,47.23,pharmacy,RU,199.5,1,3.0,0,0,0,0
900064,2025-01-02 15:28:00,1807,86.84,pharmacy,AM,55.7,1,100.3,0,0,0,0
900065,2025-01-02 16:05:00,1845,31.51,electronics,KZ,96.7,1,88.3,0,0,0,0
900066,2025-01-02 16:42:00,1356,4.87,games,RU,7.7,1,354.5,0,0,0,0
900067,2025-01-02 17:19:00,1672,28.4,electronics,RU,7.9,1,15.3,0,0,0,0
900068,2025-01-02 17:56:00,1625,34.41,marketplace,RU,90.2,3,1027.2,0,0,0,0
900069,2025-01-02 18:33:00,1679,30.25,grocery,RU,101.2,2,1178.8,0,0,0,0
900070,2025-01-02 19:10:00,1137,20.17,marketplace,RU,34.6,2,252.7,0,0,0,0
900071,2025-01-02 19:47:00,1803,103.62,grocery,RU,49.2,1,209.4,0,0,0,0
900072,2025-01-02 20:24:00,1797,3.72,electronics,RU,3.1,0,778.5,0,0,0,0
900073,2025-01-02 21:01:00,1677,34.28,pharmacy,RU,59.1,2,335.2,0,0,1,0
900074,2025-01-02 21:38:00,1486,34.72,marketplace,RU,362.7,2,555.4,0,0,0,0
900075,2025-01-02 22:15:00,1383,207.55,pharmacy,AE,67.3,3,46.7,0,0,0,0
900076,2025-01-02 22:52:00,1210,31.09,travel,RU,51.4,6,275.0,0,0,0,0
900077,2025-01-02 23:29:00,1051,47.04,electronics,KZ,125.6,2,1741.0,0,1,0,0
900078,2025-01-03 00:06:00,1817,35.25,games,RU,95.3,0,854.8,0,1,0,0
900079,2025-01-03 00:43:00,1177,34.29,travel,RU,16.9,1,155.5,0,1,0,0
900080,2025-01-03 01:20:00,1290,153.96,electronics,RU,34.6,5,118.9,0,1,0,0
900081,2025-01-03 01:57:00,1377,11.58,games,RU,31.8,5,391.2,0,1,0,0
900082,2025-01-03 02:34:00,1574,17.28,travel,RU,96.5,1,766.8,0,1,0,0
900083,2025-01-03 03:11:00,1225,62.1,marketplace,RU,17.5,1,136.0,0,1,0,0
900084,2025-01-03 03:48:00,1183,39.69,grocery,RU,64.1,3,500.9,0,1,1,0
900085,2025-01-03 04:25:00,1279,24.41,pharmacy,RU,54.6,1,51.1,0,1,0,0
900086,2025-01-03 05:02:00,1280,29.56,pharmacy,RU,199.0,2,534.5,0,1,0,0
900087,2025-01-03 05:39:00,1050,71.7,pharmacy,RU,18.9,2,281.3,0,1,0,0
900088,2025-01-03 06:16:00,1332,48.74,pharmacy,AM,312.1,3,305.4,0,0,0,0
900089,2025-01-03 06:53:00,1469,16.58,marketplace,RU,198.4,1,488.1,0,0,0,0
900090,2025-01-03 07:30:00,1380,39.02,electronics,RU,88.5,2,900.4,0,0,0,0
900091,2025-01-03 08:07:00,1298,30.12,travel,RU,267.0,2,593.1,0,0,0,0
900092,2025-01-03 08:44:00,1779,48.1,marketplace,RU,290.8,1,763.1,0,0,0,0
900093,2025-01-03 09:21:00,1220,23.59,grocery,RU,196.1,5,589.3,0,0,0,0
900094,2025-01-03 09:58:00,1716,10.62,pharmacy,RU,66.6,1,1908.9,0,0,0,0
900095,2025-01-03 10:35:00,1518,57.69,pharmacy,TR,49.4,1,856.3,0,0,0,0
900096,2025-01-03 11:12:00,1554,51.61,games,TR,222.0,2,100.8,0,0,0,0
900097,2025-01-03 11:49:00,1235,112.59,grocery,RU,43.1,2,613.0,0,0,0,0
900098,2025-01-03 12:26:00,1821,9.63,games,RU,14.5,1,17.2,0,0,0,0
900099,2025-01-03 13:03:00,1404,29.57,travel,RU,2.3,0,480.0,0,0,0,0
900100,2025-01-03 13:40:00,1430,25.6,grocery,RU,16.9,0,481.7,0,0,0,0
900101,2025-01-03 14:17:00,1209,22.05,pharmacy,AE,77.1,3,632.9,0,0,0,0
900102,2025-01-03 14:54:00,1406,7.87,pharmacy,RU,3.6,1,300.8,0,0,0,0
900103,2025-01-03 15:31:00,1578,12.07,games,RU,17.0,1,246.2,0,0,0,0
900104,2025-01-03 16:08:00,1796,40.18,grocery,RU,70.7,2,347.6,0,0,0,0
900105,2025-01-03 16:45:00,1726,20.09,travel,AM,98.4,2,399.1,0,0,0,0
900106,2025-01-03 17:22:00,1133,14.97,games,RU,56.1,2,123.6,0,0,0,0
900107,2025-01-03 17:59:00,1069,114.13,games,RU,62.3,0,92.1,0,0,0,0
900108,2025-01-03 18:36:00,1809,266.76,games,RU,103.7,5,948.1,0,0,0,0
900109,2025-01-03 19:13:00,1696,29.94,electronics,RU,44.2,2,151.1,0,0,0,0
900110,2025-01-03 19:50:00,1128,8.15,pharmacy,RU,115.3,6,936.7,0,0,0,0
900111,2025-01-03 20:27:00,1723,45.0,grocery,TR,264.8,4,277.6,0,0,0,0
900112,2025-01-03 21:04:00,1647,4.82,marketplace,RU,21.6,1,2436.5,0,0,0,0
900113,2025-01-03 21:41:00,1820,9.35,travel,RU,13.8,0,243.0,0,0,0,0
900114,2025-01-03 22:18:00,1136,45.71,pharmacy,RU,154.7,2,253.2,0,0,0,0
900115,2025-01-03 22:55:00,1703,9.07,grocery,RU,59.3,2,316.6,0,0,0,0
900116,2025-01-03 23:32:00,1310,24.13,pharmacy,KZ,49.9,2,310.5,0,1,0,0
900117,2025-01-04 00:09:00,1469,8.29,marketplace,RU,61.9,3,764.0,1,1,0,0
900118,2025-01-04 00:46:00,1219,33.14,marketplace,RU,181.4,3,64.0,1,1,0,0
900119,2025-01-04 01:23:00,1059,86.57,travel,RU,57.2,2,453.5,1,1,0,0
900120,2025-01-04 02:00:00,1592,18.15,travel,RU,257.2,1,342.8,1,1,0,0
900121,2025-01-04 02:37:00,1063,30.95,marketplace,RU,98.3,3,154.7,1,1,0,0
900122,2025-01-04 03:14:00,1395,15.12,games,AM,20.1,2,517.4,1,1,0,0
900123,2025-01-04 03:51:00,1167,16.1,marketplace,TR,116.6,0,412.7,1,1,0,0
900124,2025-01-04 04:28:00,1781,14.91,electronics,RU,39.3,3,104.8,1,1,0,0
900125,2025-01-04 05:05:00,1380,63.9,travel,RU,173.5,1,294.8,1,1,0,0
900126,2025-01-04 05:42:00,1157,8.83,electronics,RU,57.8,2,474.4,1,1,0,0
900127,2025-01-04 06:19:00,1812,23.37,travel,KZ,49.5,0,242.7,1,0,0,0
900128,2025-01-04 06:56:00,1584,45.55,marketplace,RU,161.0,0,98.5,1,0,0,0
900129,2025-01-04 07:33:00,1149,71.44,marketplace,TR,30.0,1,121.2,1,0,0,0
900130,2025-01-04 08:10:00,1301,46.83,games,AM,27.9,1,381.7,1,0,0,0
900131,2025-01-04 08:47:00,1457,29.51,grocery,RU,82.3,4,659.9,1,0,0,0
900132,2025-01-04 09:24:00,1660,18.88,travel,RU,32.9,1,57.9,1,0,0,0
900133,2025-01-04 10:01:00,1848,72.44,travel,RU,80.8,4,385.0,1,0,0,0
900134,2025-01-04 10:38:00,1714,14.43,pharmacy,AM,313.4,4,944.2,1,0,0,0
900135,2025-01-04 11:15:00,1011,14.63,electronics,RU,64.3,3,690.3,1,0,0,0
900136,2025-01-04 11:52:00,1404,106.4,games,TR,139.7,2,348.0,1,0,0,0
900137,2025-01-04 12:29:00,1039,43.56,pharmacy,KZ,152.3,4,299.6,1,0,0,0
900138,2025-01-04 13:06:00,1256,44.97,games,KZ,28.2,1,582.2,1,0,0,0
900139,2025-01-04 13:43:00,1229,53.98,marketplace,RU,1.4,2,1247.0,1,0,0,0
900140,2025-01-04 14:20:00,1226,28.92,electronics,RU,44.9,1,62.8,1,0,0,0
900141,2025-01-04 14:57:00,1191,8.64,games,TR,108.1,5,292.7,1,0,0,0
900142,2025-01-04 15:34:00,1340,39.49,travel,RU,69.4,1,231.2,1,0,1,0
900143,2025-01-04 16:11:00,1423,30.99,travel,AE,58.2,3,201.9,1,0,0,0
900144,2025-01-04 16:48:00,1811,14.54,travel,RU,26.0,4,427.0,1,0,0,0
900145,2025-01-04 17:25:00,1357,11.82,games,RU,70.3,2,183.0,1,0,0,0
900146,2025-01-04 18:02:00,1020,30.21,games,RU,186.7,2,503.0,1,0,0,0
900147,2025-01-04 18:39:00,1496,9.28,games,RU,50.8,2,721.6,1,0,0,0
900148,2025-01-04 19:16:00,1255,27.69,marketplace,RU,381.5,3,365.3,1,0,0,0
900149,2025-01-04 19:53:00,1125,24.84,games,TR,133.2,4,51.8,1,0,0,0
900150,2025-01-04 20:30:00,1569,28.3,games,RU,25.4,4,611.4,1,0,0,0
900151,2025-01-04 21:07:00,1582,45.26,marketplace,RU,102.8,2,317.3,1,0,0,0
900152,2025-01-04 21:44:00,1296,55.13,electronics,RU,374.0,3,128.8,1,0,0,0
900153,2025-01-04 22:21:00,1182,16.6,electronics,KZ,12.0,2,825.9,1,0,0,0
900154,2025-01-04 22:58:00,1416,68.91,grocery,AM,118.4,2,544.6,1,0,0,0
900155,2025-01-04 23:35:00,1384,25.86,electronics,RU,154.3,4,253.8,1,1,0,0
900156,2025-01-05 00:12:00,1823,152.62,grocery,RU,23.6,7,506.9,1,1,0,0
900157,2025-01-05 00:49:00,1028,18.6,electronics,RU,287.5,4,236.1,1,1,0,0
900158,2025-01-05 01:26:00,1152,7.39,games,AE,0.1,0,375.8,1,1,0,0
900159,2025-01-05 02:03:00,1678,66.7,pharmacy,TR,415.4,3,133.9,1,1,0,0
900160,2025-01-05 02:40:00,1806,46.2,games,RU,176.7,3,940.7,1,1,0,0
900161,2025-01-05 03:17:00,1533,92.9,marketplace,RU,120.9,1,411.8,1,1,0,0
900162,2025-01-05 03:54:00,1268,41.62,marketplace,TR,9.3,2,2091.7,1,1,0,0
900163,2025-01-05 04:31:00,1177,258.79,electronics,RU,40.8,5,1322.2,1,1,0,0
900164,2025-01-05 05:08:00,1717,26.58,electronics,RU,148.4,3,1451.2,1,1,0,0
900165,2025-01-05 05:45:00,1511,80.78,travel,RU,76.5,1,318.6,1,1,0,0
900166,2025-01-05 06:22:00,1346,19.63,marketplace,RU,16.3,1,68.9,1,0,0,0
900167,2025-01-05 06:59:00,1371,49.04,marketplace,RU,146.2,1,776.6,1,0,0,0
900168,2025-01-05 07:36:00,1126,57.99,electronics,RU,26.2,1,669.5,1,0,0,0
900169,2025-01-05 08:13:00,1702,66.64,grocery,KZ,182.8,2,887.0,1,0,0,0
900170,2025-01-05 08:50:00,1041,63.35,pharmacy,RU,251.0,5,333.9,1,0,0,0
900171,2025-01-05 09:27:00,1836,1.71,marketplace,RU,87.4,4,349.9,1,0,0,0
900172,2025-01-05 10:04:00,1142,29.61,marketplace,RU,26.6,3,822.4,1,0,0,0
900173,2025-01-05 10:41:00,1105,18.77,marketplace,KZ,102.0,1,27.8,1,0,1,1
900174,2025-01-05 11:18:00,1061,22.42,electronics,RU,264.7,3,118.7,1,0,0,0
900175,2025-01-05 11:55:00,1416,24.41,pharmacy,RU,3.7,2,490.4,1,0,0,0
900176,2025-01-05 12:32:00,1047,75.92,pharmacy,AE,17.7,4,159.2,1,0,0,0
900177,2025-01-05 13:09:00,1219,37.8,travel,RU,154.9,2,21.5,1,0,0,0
900178,2025-01-05 13:46:00,1679,19.95,grocery,RU,172.8,2,49.6,1,0,0,0
900179,2025-01-05 14:23:00,1637,8.4,games,RU,213.5,0,509.0,1,0,0,0
900180,2025-01-05 15:00:00,1291,125.18,travel,RU,43.6,3,491.2,1,0,0,0
900181,2025-01-05 15:37:00,1029,17.59,electronics,RU,361.4,1,112.8,1,0,0,0
900182,2025-01-05 16:14:00,1134,28.0,grocery,RU,149.1,2,456.7,1,0,0,0
900183,2025-01-05 16:51:00,1462,215.94,grocery,RU,17.7,2,926.6,1,0,0,0
900184,2025-01-05 17:28:00,1396,18.03,electronics,RU,19.7,0,83.6,1,0,0,0
900185,2025-01-05 18:05:00,1728,24.58,grocery,RU,121.5,3,881.1,1,0,0,0
900186,2025-01-05 18:42:00,1410,38.82,marketplace,RU,32.8,2,20.8,1,0,0,0
900187,2025-01-05 19:19:00,1330,7.42,grocery,KZ,475.2,3,18.4,1,0,0,0
900188,2025-01-05 19:56:00,1531,6.69,travel,KZ,267.6,5,104.9,1,0,0,0
900189,2025-01-05 20:33:00,1712,20.42,marketplace,KZ,146.3,4,343.4,1,0,0,0
900190,2025-01-05 21:10:00,1694,21.07,grocery,RU,49.5,1,522.9,1,0,0,0
900191,2025-01-05 21:47:00,1124,35.55,games,RU,33.6,1,374.9,1,0,0,0
900192,2025-01-05 22:24:00,1355,13.06,electronics,RU,397.5,2,317.3,1,0,0,0
900193,2025-01-05 23:01:00,1780,46.55,electronics,RU,44.5,3,564.9,1,1,0,0
900194,2025-01-05 23:38:00,1686,4.52,travel,AE,139.9,1,63.4,1,1,0,0
900195,2025-01-06 00:15:00,1672,29.57,games,RU,151.4,0,80.0,0,1,0,0
900196,2025-01-06 00:52:00,1098,43.56,pharmacy,RU,104.0,2,691.6,0,1,1,0
900197,2025-01-06 01:29:00,1332,42.33,games,AM,70.6,2,147.3,0,1,0,0
900198,2025-01-06 02:06:00,1707,27.21,grocery,KZ,17.5,1,1426.6,0,1,0,0
900199,2025-01-06 02:43:00,1111,17.39,electronics,RU,297.5,1,72.0,0,1,0,0
900200,2025-01-06 03:20:00,1610,26.5,games,RU,33.5,2,1007.6,0,1,0,0
900201,2025-01-06 03:57:00,1442,95.64,electronics,RU,269.6,1,399.5,0,1,0,0
900202,2025-01-06 04:34:00,1619,18.37,grocery,RU,168.8,2,303.5,0,1,0,0
900203,2025-01-06 05:11:00,1569,75.97,games,RU,118.3,2,261.9,0,1,0,0
900204,2025-01-06 05:48:00,1080,87.66,electronics,KZ,159.7,2,629.9,0,1,0,0
900205,2025-01-06 06:25:00,1109,6.6,marketplace,RU,284.8,5,147.0,0,0,0,0
900206,2025-01-06 07:02:00,1286,28.07,marketplace,RU,316.0,4,325.7,0,0,0,0
900207,2025-01-06 07:39:00,1793,13.07,grocery,RU,74.5,1,650.4,0,0,0,0
900208,2025-01-06 08:16:00,1796,8.15,pharmacy,KZ,366.7,1,18.3,0,0,0,0
900209,2025-01-06 08:53:00,1648,64.25,marketplace,RU,169.2,1,506.6,0,0,0,0
900210,2025-01-06 09:30:00,1203,48.23,games,RU,106.0,3,906.2,0,0,0,0
900211,2025-01-06 10:07:00,1808,39.93,games,RU,253.3,2,7.6,0,0,0,0
900212,2025-01-06 10:44:00,1609,11.86,travel,RU,20.0,2,272.3,0,0,0,0
900213,2025-01-06 11:21:00,1254,38.07,travel,RU,315.7,4,668.4,0,0,0,0
900214,2025-01-06 11:58:00,1604,9.69,grocery,RU,24.4,3,903.1,0,0,0,0
900215,2025-01-06 12:35:00,1368,33.77,grocery,RU,355.8,2,123.7,0,0,0,0
900216,2025-01-06 13:12:00,1406,17.37,pharmacy,AE,63.7,1,203.1,0,0,0,0
900217,2025-01-06 13:49:00,1204,81.1,games,RU,44.0,4,581.7,0,0,0,0
900218,2025-01-06 14:26:00,1546,22.72,electronics,RU,47.7,1,1251.3,0,0,0,0
900219,2025-01-06 15:03:00,1232,38.79,travel,RU,82.9,1,97.6,0,0,0,0
900220,2025-01-06 15:40:00,1784,38.86,games,KZ,51.7,1,234.9,0,0,0,0
900221,2025-01-06 16:17:00,1123,29.42,electronics,RU,552.4,2,377.0,0,0,0,0
900222,2025-01-06 16:54:00,1213,34.63,electronics,RU,757.4,1,641.9,0,0,0,0
900223,2025-01-06 17:31:00,1106,41.41,marketplace,AM,28.3,3,103.8,0,0,0,0
900224,2025-01-06 18:08:00,1204,14.06,travel,RU,150.3,4,154.8,0,0,0,0
900225,2025-01-06 18:45:00,1570,45.27,travel,AM,218.9,1,152.9,0,0,0,0
900226,2025-01-06 19:22:00,1803,68.54,grocery,RU,92.6,0,632.1,0,0,0,0
900227,2025-01-06 19:59:00,1133,45.04,grocery,RU,197.4,1,1243.3,0,0,0,0
900228,2025-01-06 20:36:00,1189,22.9,games,RU,155.2,1,107.2,0,0,0,0
900229,2025-01-06 21:13:00,1113,36.85,electronics,RU,115.4,5,587.7,0,0,0,0
900230,2025-01-06 21:50:00,1686,22.71,electronics,RU,208.7,2,948.1,0,0,0,0
900231,2025-01-06 22:27:00,1454,28.31,electronics,RU,107.7,2,176.1,0,0,0,0
900232,2025-01-06 23:04:00,1309,10.82,pharmacy,RU,46.7,5,142.8,0,1,0,0
900233,2025-01-06 23:41:00,1598,109.08,marketplace,TR,45.3,1,735.6,0,1,0,0
900234,2025-01-07 00:18:00,1072,179.82,electronics,TR,5.1,2,268.0,0,1,0,0
900235,2025-01-07 00:55:00,1661,16.72,electronics,RU,260.1,3,752.9,0,1,0,0
900236,2025-01-07 01:32:00,1080,63.91,pharmacy,RU,162.3,3,1407.9,0,1,0,0
900237,2025-01-07 02:09:00,1493,116.99,games,TR,78.2,5,132.2,0,1,0,0
900238,2025-01-07 02:46:00,1026,13.3,pharmacy,RU,151.4,8,147.7,0,1,0,0
900239,2025-01-07 03:23:00,1171,4.52,pharmacy,RU,161.3,1,1382.7,0,1,0,0
900240,2025-01-07 04:00:00,1531,123.36,pharmacy,KZ,37.0,2,463.0,0,1,0,0
900241,2025-01-07 04:37:00,1487,31.21,grocery,RU,152.0,3,1392.9,0,1,0,0
900242,2025-01-07 05:14:00,1380,19.74,games,RU,347.2,0,213.9,0,1,0,0
900243,2025-01-07 05:51:00,1531,32.87,travel,AM,470.7,5,202.5,0,1,0,0
900244,2025-01-07 06:28:00,1711,22.6,marketplace,RU,46.9,3,77.1,0,0,0,0
900245,2025-01-07 07:05:00,1219,451.92,games,KZ,137.7,1,67.8,0,0,0,0
900246,2025-01-07 07:42:00,1826,19.54,pharmacy,TR,140.6,1,1190.9,0,0,0,0
900247,2025-01-07 08:19:00,1122,42.29,marketplace,RU,19.0,0,276.0,0,0,0,0
900248,2025-01-07 08:56:00,1831,100.79,pharmacy,AM,333.1,0,505.9,0,0,0,0
900249,2025-01-07 09:33:00,1786,100.35,games,RU,77.0,6,676.6,0,0,0,0
900250,2025-01-07 10:10:00,1363,84.47,games,TR,100.5,4,425.7,0,0,0,0
900251,2025-01-07 10:47:00,1081,21.48,grocery,RU,61.3,5,162.7,0,0,0,0
900252,2025-01-07 11:24:00,1345,27.47,pharmacy,RU,25.8,4,51.8,0,0,0,0
900253,2025-01-07 12:01:00,1235,4.45,electronics,KZ,141.1,4,455.6,0,0,0,0
900254,2025-01-07 12:38:00,1492,29.46,grocery,TR,126.1,4,98.0,0,0,0,0
900255,2025-01-07 13:15:00,1196,32.44,travel,KZ,251.4,2,490.2,0,0,0,0
900256,2025-01-07 13:52:00,1057,61.41,travel,KZ,208.9,0,78.6,0,0,0,0
900257,2025-01-07 14:29:00,1758,158.53,travel,AE,458.9,2,17.2,0,0,0,0
900258,2025-01-07 15:06:00,1736,59.75,electronics,RU,464.4,2,536.9,0,0,0,0
900259,2025-01-07 15:43:00,1426,82.56,marketplace,AM,60.5,1,423.2,0,0,0,0
900260,2025-01-07 16:20:00,1723,31.01,marketplace,RU,170.9,1,795.1,0,0,0,0
900261,2025-01-07 16:57:00,1813,100.07,grocery,RU,85.0,1,181.5,0,0,0,0
900262,2025-01-07 17:34:00,1782,31.82,travel,RU,154.4,2,1537.2,0,0,0,0
900263,2025-01-07 18:11:00,1703,87.93,electronics,TR,330.8,3,184.8,0,0,0,0
900264,2025-01-07 18:48:00,1037,64.98,marketplace,RU,92.9,0,1655.1,0,0,0,0
900265,2025-01-07 19:25:00,1641,44.86,travel,RU,276.7,5,84.9,0,0,0,0
900266,2025-01-07 20:02:00,1780,7.87,games,RU,322.7,1,191.3,0,0,0,0
900267,2025-01-07 20:39:00,1150,84.27,grocery,RU,50.7,0,22.9,0,0,0,0
900268,2025-01-07 21:16:00,1056,44.27,pharmacy,RU,1.8,1,591.4,0,0,0,0
900269,2025-01-07 21:53:00,1292,59.28,travel,RU,315.0,3,758.0,0,0,0,0
900270,2025-01-07 22:30:00,1699,41.77,marketplace,TR,179.6,1,582.1,0,0,0,0
900271,2025-01-07 23:07:00,1697,48.78,grocery,AM,47.9,2,8.6,0,1,0,1
900272,2025-01-07 23:44:00,1496,101.55,electronics,RU,88.7,5,747.9,0,1,0,0
900273,2025-01-08 00:21:00,1836,20.56,marketplace,RU,15.9,0,277.6,0,1,0,0
900274,2025-01-08 00:58:00,1139,47.98,electronics,AM,246.0,2,453.9,0,1,0,0
900275,2025-01-08 01:35:00,1746,15.65,electronics,RU,250.9,2,36.9,0,1,0,0
900276,2025-01-08 02:12:00,1740,52.93,electronics,RU,101.3,0,50.0,0,1,0,0
900277,2025-01-08 02:49:00,1806,39.49,games,RU,17.1,2,478.1,0,1,0,0
900278,2025-01-08 03:26:00,1248,17.85,grocery,RU,162.0,3,281.0,0,1,0,0
900279,2025-01-08 04:03:00,1545,34.27,games,RU,116.5,3,1019.6,0,1,0,0
900280,2025-01-08 04:40:00,1234,18.88,pharmacy,RU,84.5,3,564.9,0,1,0,0
900281,2025-01-08 05:17:00,1410,22.42,electronics,KZ,25.8,4,321.4,0,1,1,1
900282,2025-01-08 05:54:00,1816,43.35,electronics,RU,8.2,4,302.9,0,1,0,0
900283,2025-01-08 06:31:00,1437,40.11,travel,RU,151.7,2,310.0,0,0,0,0
900284,2025-01-08 07:08:00,1653,5.59,games,RU,60.2,2,150.6,0,0,0,0
900285,2025-01-08 07:45:00,1389,43.97,games,KZ,84.1,2,59.3,0,0,0,0
900286,2025-01-08 08:22:00,1000,23.97,games,RU,56.4,2,268.8,0,0,0,0
