user_id,group,user_segment,impressions,clicks,orders,revenue,session_minutes
200184,control,vip,12,3,0,0.0,16.74
200185,treatment,new,6,1,0,0.0,4.33
200186,control,new,11,0,0,0.0,17.85
200187,treatment,new,6,0,0,0.0,1.49
200188,treatment,returning,5,0,0,0.0,3.57
200189,treatment,returning,9,1,0,0.0,6.17
200190,treatment,new,6,1,0,0.0,6.58
200191,control,new,13,1,0,0.0,3.35
200192,treatment,returning,9,0,0,0.0,2.7
200193,treatment,returning,11,3,0,0.0,3.3
200194,treatment,returning,11,1,0,0.0,8.92
200195,treatment,vip,6,0,0,0.0,6.56
200196,treatment,returning,3,0,0,0.0,6.82
200197,treatment,returning,8,1,0,0.0,12.62
200198,control,new,10,1,0,0.0,4.71
200199,treatment,new,4,2,0,0.0,2.46
200200,treatment,returning,5,0,0,0.0,6.29
200201,control,returning,11,0,0,0.0,10.55
200202,control,returning,12,1,0,0.0,11.0
200203,control,returning,9,0,0,0.0,12.74
200204,control,returning,7,0,0,0.0,2.56
200205,treatment,returning,8,1,0,0.0,5.19
200206,control,new,4,0,0,0.0,7.42
200207,treatment,returning,9,1,0,0.0,4.2
200208,treatment,returning,9,1,0,0.0,4.05
200209,control,returning,4,0,0,0.0,4.41
200210,control,returning,7,0,0,0.0,3.84
200211,control,returning,5,2,0,0.0,8.72
200212,treatment,returning,10,2,0,0.0,2.78
200213,control,returning,5,0,0,0.0,3.31
200214,control,returning,5,0,0,0.0,8.2
200215,treatment,returning,9,0,0,0.0,10.57
200216,control,new,6,0,0,0.0,4.26
200217,control,new,9,0,0,0.0,2.55
200218,control,returning,8,0,0,0.0,6.96
200219,control,returning,6,0,0,0.0,19.04
200220,treatment,returning,7,2,1,22.46,3.01
200221,treatment,new,10,0,0,0.0,10.23
200222,control,new,6,1,0,0.0,4.3
200223,control,returning,8,1,0,0.0,8.27
200224,control,vip,8,1,0,0.0,2.99
200225,control,new,5,0,0,0.0,11.31
200226,treatment,vip,20,1,0,0.0,9.12
200227,treatment,returning,5,0,0,0.0,15.95
200228,control,new,7,0,0,0.0,8.25
200229,treatment,returning,10,3,0,0.0,8.75
200230,treatment,new,8,1,0,0.0,9.07
200231,control,new,4,0,0,0.0,8.06
200232,control,new,12,0,0,0.0,4.28
200233,control,new,8,0,0,0.0,4.35
200234,treatment,returning,5,0,0,0.0,9.26
200235,treatment,returning,6,1,0,0.0,6.46
200236,treatment,vip,15,1,0,0.0,2.77
200237,treatment,returning,5,0,0,0.0,6.79
200238,treatment,new,10,1,0,0.0,4.45
200239,control,returning,5,0,0,0.0,4.37
200240,control,new,4,0,0,0.0,1.61
200241,control,returning,6,0,0,0.0,5.02
200242,control,vip,7,1,0,0.0,5.52
200243,treatment,returning,6,2,1,33.31,8.69
200244,control,new,2,0,0,0.0,4.49
200245,control,new,11,0,0,0.0,1.42
200246,treatment,new,8,1,0,0.0,2.32
200247,treatment,returning,8,0,0,0.0,4.31
200248,treatment,new,10,0,0,0.0,2.55
200249,control,new,11,1,0,0.0,13.73
200250,control,new,10,0,0,0.0,10.66
200251,control,returning,9,0,0,0.0,17.28
200252,treatment,returning,6,0,0,0.0,6.69
200253,control,new,6,0,0,0.0,3.18
200254,treatment,new,8,0,0,0.0,2.91
200255,treatment,new,9,2,0,0.0,13.05
200256,control,returning,7,0,0,0.0,3.12
200257,treatment,vip,12,3,0,0.0,8.48
200258,control,returning,9,1,0,0.0,10.0
200259,treatment,returning,7,0,0,0.0,5.82
200260,control,new,7,1,0,0.0,3.95
200261,control,new,9,0,0,0.0,13.93
200262,treatment,returning,12,0,0,0.0,3.68
200263,treatment,new,10,2,0,0.0,1.71
200264,treatment,vip,8,3,1,20.76,11.37
200265,control,returning,6,1,0,0.0,4.05
200266,control,returning,7,2,0,0.0,5.4
200267,treatment,returning,7,1,0,0.0,5.12
200268,control,new,9,0,0,0.0,9.25
200269,treatment,new,6,0,0,0.0,8.23
200270,control,new,8,0,0,0.0,5.74
200271,treatment,returning,8,1,0,0.0,5.27
200272,control,new,6,1,0,0.0,5.77
200273,control,returning,12,0,0,0.0,4.89
200274,treatment,new,8,0,0,0.0,5.62
200275,treatment,vip,13,3,0,0.0,12.38
200276,treatment,new,3,1,0,0.0,2.03
200277,control,new,7,0,0,0.0,9.08
200278,treatment,returning,7,0,0,0.0,3.13
200279,control,new,7,1,0,0.0,1.75
200280,treatment,returning,10,2,0,0.0,3.36
200281,control,vip,9,1,0,0.0,3.03
200282,treatment,new,10,0,0,0.0,1.4
200283,treatment,new,9,0,0,0.0,8.86
200284,control,returning,5,1,0,0.0,3.08
200285,control,new,9,1,0,0.0,9.74
200286,control,new,3,0,0,0.0,5.39
200287,control,vip,15,0,0,0.0,8.41
200288,treatment,returning,9,0,0,0.0,10.36
200289,treatment,new,6,0,0,0.0,2.26
200290,control,new,6,0,0,0.0,4.71
200291,treatment,returning,10,3,1,19.66,10.09
200292,treatment,returning,3,1,0,0.0,9.76
200293,treatment,new,10,1,0,0.0,4.23
200294,control,returning,2,0,0,0.0,0.78
200295,treatment,vip,12,0,0,0.0,3.85
200296,treatment,returning,5,0,0,0.0,3.2
200297,treatment,returning,10,0,0,0.0,5.74
200298,control,returning,9,0,0,0.0,7.68
200299,treatment,new,5,2,0,0.0,4.82
200300,control,new,8,1,0,0.0,2.42
200301,control,returning,13,0,0,0.0,13.23
200302,control,returning,8,0,0,0.0,7.17
200303,control,returning,6,0,0,0.0,6.75
200304,treatment,returning,4,1,0,0.0,3.42
200305,control,vip,6,0,0,0.0,10.07
200306,treatment,new,5,1,0,0.0,4.72
200307,control,returning,3,0,0,0.0,6.15
200308,treatment,new,6,1,1,7.69,11.32
200309,treatment,new,7,1,0,0.0,11.48
200310,treatment,new,8,1,0,0.0,9.65
200311,treatment,new,10,1,0,0.0,5.22
200312,treatment,returning,10,0,0,0.0,17.26
200313,control,new,3,0,0,0.0,12.47
200314,treatment,returning,4,0,0,0.0,3.83
200315,treatment,new,6,1,0,0.0,3.31
200316,treatment,returning,8,1,1,55.23,4.32
200317,control,returning,8,0,0,0.0,4.29
200318,control,vip,12,0,0,0.0,4.4
200319,control,vip,12,3,1,29.21,2.25
200320,treatment,vip,9,1,0,0.0,17.28
200321,treatment,returning,3,1,0,0.0,13.81
200322,control,vip,11,2,0,0.0,4.54
200323,control,new,12,0,0,0.0,1.84
200324,treatment,returning,10,1,0,0.0,1.97
200325,treatment,new,10,0,0,0.0,4.65
200326,treatment,returning,3,0,0,0.0,4.86
200327,control,vip,13,2,0,0.0,4.07
200328,treatment,returning,6,0,0,0.0,12.85
200329,control,returning,8,1,1,80.43,6.82
200330,control,vip,10,0,0,0.0,21.04
200331,treatment,new,5,0,0,0.0,3.59
200332,control,vip,13,2,0,0.0,6.82
200333,treatment,new,3,1,0,0.0,11.87
200334,treatment,new,2,0,0,0.0,3.18
200335,treatment,new,7,1,0,0.0,3.24
200336,control,returning,9,0,0,0.0,12.24
200337,control,returning,5,0,0,0.0,12.1
200338,treatment,returning,3,0,0,0.0,1.16
200339,control,returning,7,0,0,0.0,17.52
200340,treatment,returning,4,1,0,0.0,4.05
200341,control,new,9,0,0,0.0,4.93
200342,treatment,new,10,1,1,21.71,8.45
200343,treatment,new,7,1,0,0.0,4.09
200344,control,new,9,0,0,0.0,7.66
200345,control,new,6,0,0,0.0,3.72
200346,treatment,returning,8,2,0,0.0,9.66
200347,treatment,returning,6,0,0,0.0,6.57
200348,control,returning,7,0,0,0.0,3.7
200349,control,new,10,0,0,0.0,5.98
200350,treatment,returning,8,1,0,0.0,8.79
200351,control,returning,9,1,0,0.0,6.85
200352,control,returning,5,1,1,48.78,3.67
200353,control,new,6,0,0,0.0,5.25
200354,control,new,11,0,0,0.0,5.99
200355,treatment,new,8,1,1,64.78,2.33
200356,control,new,10,0,0,0.0,3.96
200357,treatment,returning,5,0,0,0.0,3.9
200358,treatment,vip,8,1,0,0.0,9.15
200359,treatment,new,10,2,0,0.0,16.22
200360,control,new,3,0,0,0.0,9.34
200361,treatment,returning,3,0,0,0.0,4.14
200362,treatment,new,7,1,1,30.97,19.58
200363,control,returning,9,0,0,0.0,5.16
200364,control,new,3,0,0,0.0,4.35
200365,treatment,vip,12,0,0,0.0,3.76
200366,control,new,9,1,0,0.0,13.05
200367,control,returning,6,2,0,0.0,17.17
200368,control,new,8,1,0,0.0,4.49
200369,control,new,4,0,0,0.0,10.38
200370,treatment,returning,10,0,0,0.0,3.1
200371,control,returning,6,1,0,0.0,6.79
200372,control,returning,5,1,0,0.0,14.83
200373,control,returning,6,1,0,0.0,5.77
200374,treatment,new,6,0,0,0.0,9.23
200375,control,returning,11,0,0,0.0,4.87
200376,control,returning,10,2,0,0.0,8.12
200377,control,new,6,0,0,0.0,13.38
200378,control,returning,6,0,0,0.0,6.62
200379,control,returning,8,0,0,0.0,3.3
200380,control,new,6,0,0,0.0,13.43
200381,control,returning,6,0,0,0.0,1.58
200382,control,new,7,1,0,0.0,18.97
200383,control,new,11,0,0,0.0,4.82
200384,control,returning,6,1,0,0.0,6.26
200385,control,new,7,0,0,0.0,9.61
200386,control,returning,3,0,0,0.0,6.74
200387,treatment,returning,9,1,0,0.0,6.25
200388,treatment,new,8,0,0,0.0,6.1
200389,treatment,new,7,0,0,0.0,12.38
200390,treatment,returning,10,1,0,0.0,22.35
200391,control,returning,9,1,0,0.0,8.74
200392,control,new,12,0,0,0.0,6.04
200393,control,new,10,1,1,34.1,4.94
200394,control,returning,7,1,0,0.0,3.65
200395,treatment,new,8,3,0,0.0,4.85
200396,control,returning,7,0,0,0.0,13.4
200397,control,returning,7,0,0,0.0,7.87
200398,control,new,2,0,0,0.0,6.14
200399,control,returning,12,1,0,0.0,2.47
200400,control,returning,11,1,0,0.0,8.88
200401,control,new,5,0,0,0.0,3.7
200402,control,new,5,1,0,0.0,7.17
200403,control,new,11,1,0,0.0,16.68
200404,control,vip,17,2,0,0.0,8.06
200405,treatment,returning,4,1,0,0.0,11.24
200406,control,returning,4,0,0,0.0,7.88
200407,treatment,new,4,0,0,0.0,12.28
200408,treatment,new,3,0,0,0.0,4.8
200409,treatment,returning,3,0,0,0.0,3.82
200410,treatment,new,3,0,0,0.0,13.31
200411,treatment,vip,5,1,0,0.0,6.0
200412,treatment,returning,7,1,0,0.0,5.49
200413,control,returning,9,1,0,0.0,13.12
200414,treatment,returning,8,0,0,0.0,3.05
200415,control,returning,8,1,0,0.0,9.22
200416,treatment,returning,9,0,0,0.0,6.99
200417,control,new,12,1,0,0.0,3.48
200418,treatment,returning,7,0,0,0.0,6.19
200419,control,returning,6,1,0,0.0,4.2
200420,treatment,returning,5,1,0,0.0,1.96
200421,treatment,returning,7,0,0,0.0,1.71
200422,control,new,8,1,0,0.0,5.94
200423,control,returning,6,0,0,0.0,3.44
200424,treatment,returning,9,0,0,0.0,0.86
200425,control,returning,5,2,0,0.0,9.29
200426,control,new,7,0,0,0.0,4.46
200427,treatment,returning,16,2,0,0.0,12.67
200428,treatment,returning,9,0,0,0.0,22.76
200429,control,new,5,0,0,0.0,4.1
200430,treatment,new,14,1,1,53.58,3.92
200431,treatment,vip,7,2,0,0.0,2.66
200432,control,new,9,0,0,0.0,4.16
200433,treatment,new,1,0,0,0.0,4.11
200434,control,new,5,1,0,0.0,3.19
200435,treatment,returning,6,0,0,0.0,3.92
200436,control,new,5,0,0,0.0,6.79
200437,treatment,returning,9,1,0,0.0,16.31
200438,control,returning,3,0,0,0.0,12.62
200439,control,returning,8,0,0,0.0,3.45
200440,treatment,new,2,0,0,0.0,5.88
200441,control,new,9,0,0,0.0,2.18
200442,treatment,returning,12,1,0,0.0,11.54
200443,treatment,returning,8,1,0,0.0,3.48
200444,treatment,new,4,0,0,0.0,5.72
200445,treatment,new,4,0,0,0.0,1.24
200446,control,new,4,0,0,0.0,6.71
200447,control,new,6,1,0,0.0,4.39
200448,control,returning,6,1,0,0.0,3.13
200449,treatment,returning,6,0,0,0.0,12.07
200450,control,returning,6,0,0,0.0,0.39
200451,treatment,new,11,2,0,0.0,6.69
200452,control,vip,18,2,0,0.0,16.92
200453,treatment,new,4,0,0,0.0,2.25
200454,treatment,new,7,0,0,0.0,16.12
200455,control,returning,6,1,0,0.0,6.38
200456,treatment,new,2,0,0,0.0,5.48
200457,control,returning,14,2,0,0.0,5.91
200458,treatment,returning,4,0,0,0.0,12.26
200459,control,new,3,0,0,0.0,13.0
200460,treatment,returning,6,0,0,0.0,2.89
200461,treatment,returning,11,0,0,0.0,10.71
200462,control,vip,17,0,0,0.0,4.56
200463,treatment,new,7,1,0,0.0,10.05
200464,control,new,10,1,0,0.0,7.0
200465,treatment,new,8,0,0,0.0,3.65
200466,treatment,returning,5,0,0,0.0,3.26
200467,control,new,9,2,0,0.0,4.95
200468,control,vip,10,0,0,0.0,5.55
200469,control,returning,4,0,0,0.0,2.19
200470,control,new,6,0,0,0.0,13.34
200471,treatment,new,5,0,0,0.0,7.2
200472,treatment,new,7,0,0,0.0,1.86
200473,control,new,6,0,0,0.0,10.04
200474,treatment,returning,5,1,0,0.0,15.88
200475,treatment,new,9,0,0,0.0,11.82
200476,treatment,returning,6,1,0,0.0,1.53
200477,treatment,new,4,0,0,0.0,18.38
200478,control,new,8,0,0,0.0,1.08
200479,treatment,returning,15,1,0,0.0,5.08
200480,treatment,new,15,1,0,0.0,9.38
200481,control,returning,3,0,0,0.0,12.34
200482,treatment,new,6,1,0,0.0,11.79
200483,treatment,returning,12,2,0,0.0,2.43
200484,treatment,new,10,0,0,0.0,10.84
200485,control,returning,3,0,0,0.0,9.29
200486,control,new,5,3,0,0.0,1.91
200487,treatment,returning,4,0,0,0.0,10.27
200488,treatment,new,5,1,0,0.0,5.49
200489,treatment,vip,12,1,0,0.0,3.47
200490,treatment,returning,10,0,0,0.0,5.25
200491,treatment,new,7,0,0,0.0,5.95
200492,control,new,6,0,0,0.0,4.44
200493,control,new,6,0,0,0.0,4.37
200494,control,new,5,0,0,0.0,9.41
200495,treatment,new,6,0,0,0.0,0.76
200496,treatment,vip,11,0,0,0.0,12.95
200497,treatment,new,4,1,0,0.0,6.46
200498,treatment,new,16,2,0,0.0,9.74
200499,control,new,10,0,0,0.0,2.93
200500,treatment,returning,4,0,0,0.0,3.91
200501,control,new,6,1,0,0.0,4.86
200502,control,returning,7,0,0,0.0,12.78
200503,control,new,5,1,0,0.0,6.14
200504,control,returning,14,0,0,0.0,12.04
200505,control,returning,10,1,0,0.0,2.83
200506,control,new,9,0,0,0.0,1.53
200507,treatment,returning,14,0,0,0.0,5.38
200508,treatment,vip,15,2,0,0.0,5.75
200509,control,new,4,0,0,0.0,4.51
200510,treatment,new,7,0,0,0.0,2.53
200511,treatment,returning,9,2,0,0.0,2.08
200512,control,new,7,0,0,0.0,0.85
200513,treatment,new,8,0,0,0.0,9.51
200514,control,returning,9,0,0,0.0,9.57
200515,control,returning,6,1,0,0.0,7.44
200516,control,returning,5,0,0,0.0,10.18
200517,control,new,11,0,0,0.0,5.32
200518,treatment,returning,5,0,0,0.0,6.73
200519,control,new,4,0,0,0.0,8.11
200520,treatment,new,9,1,1,18.51,8.08
200521,treatment,returning,10,0,0,0.0,9.03
200522,control,returning,8,0,0,0.0,7.23
200523,control,new,4,0,0,0.0,4.45
200524,treatment,vip,12,1,1,97.66,3.6
200525,control,new,5,0,0,0.0,10.0
200526,control,returning,8,1,1,29.0,5.11
200527,treatment,returning,8,1,0,0.0,11.68
200528,treatment,returning,2,1,0,0.0,3.54
200529,control,new,5,0,0,0.0,3.75
200530,control,new,8,1,1,53.77,5.13
200531,treatment,returning,4,0,0,0.0,8.08
200532,treatment,new,6,1,0,0.0,6.65
200533,treatment,new,8,2,0,0.0,7.47
200534,control,returning,4,0,0,0.0,3.69
200535,control,new,9,1,0,0.0,2.97
200536,control,returning,7,1,0,0.0,10.39
200537,control,returning,5,0,0,0.0,9.14
200538,treatment,new,3,1,0,0.0,1.18
200539,treatment,vip,15,4,1,44.26,4.52
200540,control,new,3,1,0,0.0,11.89
200541,control,new,4,0,0,0.0,6.04
200542,control,new,5,0,0,0.0,6.56
200543,control,returning,6,1,0,0.0,4.03
200544,treatment,new,6,0,0,0.0,4.3
200545,control,new,6,0,0,0.0,0.98
200546,treatment,new,9,0,0,0.0,4.11
200547,treatment,new,7,0,0,0.0,2.82
200548,treatment,returning,8,0,0,0.0,6.88
200549,treatment,new,13,1,0,0.0,3.57
200550,treatment,returning,12,1,0,0.0,9.29
200551,treatment,returning,11,1,0,0.0,1.07
200552,treatment,returning,8,0,0,0.0,7.36
200553,treatment,returning,8,0,0,0.0,2.52
200554,control,new,6,0,0,0.0,3.13
200555,treatment,returning,7,0,0,0.0,4.22
200556,treatment,new,9,1,0,0.0,14.99
200557,control,new,11,0,0,0.0,6.11
200558,treatment,returning,5,0,0,0.0,5.02
200559,treatment,returning,7,0,0,0.0,3.11
200560,control,returning,3,0,0,0.0,8.18
200561,treatment,new,7,1,0,0.0,3.26
200562,treatment,returning,10,0,0,0.0,2.43
200563,treatment,new,6,0,0,0.0,2.24
200564,control,new,6,0,0,0.0,6.76
200565,treatment,returning,10,0,0,0.0,7.62
200566,control,returning,10,0,0,0.0,3.57
200567,treatment,returning,8,2,0,0.0,5.46
200568,control,returning,6,0,0,0.0,2.92
200569,treatment,returning,7,0,0,0.0,6.99
200570,treatment,returning,10,0,0,0.0,2.52
200571,control,returning,6,0,0,0.0,15.7
200572,treatment,returning,14,0,0,0.0,8.22
200573,treatment,returning,4,0,0,0.0,2.93
200574,treatment,new,6,0,0,0.0,6.06
200575,control,new,10,0,0,0.0,6.76
200576,control,returning,10,0,0,0.0,17.21
200577,treatment,vip,8,0,0,0.0,10.64
200578,treatment,new,5,0,0,0.0,3.41
200579,control,new,5,0,0,0.0,27.05
200580,treatment,vip,12,0,0,0.0,2.13
200581,treatment,returning,11,1,0,0.0,1.84
200582,treatment,returning,7,1,0,0.0,6.27
200583,treatment,new,9,1,0,0.0,5.26
200584,control,returning,8,2,0,0.0,7.52
200585,treatment,returning,6,0,0,0.0,3.88
200586,control,vip,19,1,0,0.0,2.67
200587,control,returning,5,1,0,0.0,5.98
200588,treatment,returning,9,0,0,0.0,24.04
200589,control,vip,19,2,0,0.0,8.52
200590,control,returning,5,0,0,0.0,4.23
200591,treatment,new,10,0,0,0.0,6.14
200592,control,returning,6,1,0,0.0,13.95
200593,control,returning,7,1,0,0.0,6.66
200594,control,returning,8,1,0,0.0,1.89
200595,treatment,returning,8,0,0,0.0,0.18
200596,control,vip,13,1,0,0.0,13.33
200597,control,returning,3,0,0,0.0,9.55
200598,control,returning,6,1,0,0.0,5.29
200599,treatment,vip,6,1,0,0.0,6.3
200600,control,returning,7,0,0,0.0,0.86
200601,control,new,4,0,0,0.0,10.4
200602,control,returning,10,0,0,0.0,2.4
200603,control,vip,13,0,0,0.0,6.29
200604,control,returning,5,0,0,0.0,2.68
200605,control,vip,8,2,0,0.0,6.11
200606,control,new,9,0,0,0.0,20.94
200607,treatment,new,12,0,0,0.0,16.08
200608,treatment,vip,13,2,0,0.0,2.15
200609,treatment,vip,16,0,0,0.0,3.61
200610,treatment,returning,10,0,0,0.0,9.22
200611,treatment,new,12,0,0,0.0,7.14
200612,control,new,7,0,0,0.0,9.69
200613,treatment,new,5,0,0,0.0,14.27
200614,control,new,6,0,0,0.0,9.5
200615,treatment,returning,9,1,0,0.0,4.13
200616,treatment,new,9,1,0,0.0,1.9
